field.Element:Text;field.Attribute:name;Attribute:type;TargetTrialID
"Do you remember what happened in Jugner Forest?
The Glass of All-Seeing has never done that before...≺Prompt≻
";text;DialogTableEntry;11125
13544;index;DialogTableEntry;#VALEUR!
"Do you recall what happened in Jugner Forest?
Does the Glass of All-Seeing also hold some unknown power...?≺Prompt≻
";text;DialogTableEntry;11127
13545;index;DialogTableEntry;#VALEUR!
"Do you remember what happened in Jugner Forest?
There is so much I still don't know about the Glass of All-Seeing...≺Prompt≻
";text;DialogTableEntry;11127
13546;index;DialogTableEntry;#VALEUR!
"Remember the incident in Jugner Forest?
I wonder what happened to the mirror...≺Prompt≻
";text;DialogTableEntry;11128
13547;index;DialogTableEntry;#VALEUR!
"Do you remember what happened in Jugner Forest?
I have no idea what happened with the Glass of All-Seeing...≺Prompt≻
";text;DialogTableEntry;11129
13548;index;DialogTableEntry;#VALEUR!
"Do you remember what happened in Jugner Forest?
That was some light that came from the Glass of All-Seeing, huh...?≺Prompt≻
";text;DialogTableEntry;11130
13549;index;DialogTableEntry;#VALEUR!
"Do you remember what happened in Jugner Forest?
That's the first time the Glass of All-Seeing has done something like that...≺Prompt≻
";text;DialogTableEntry;11132
13550;index;DialogTableEntry;#VALEUR!
"Do you remember what happened in Jugner Forest?
Maybe the Glass of All-Seeing has some sort of scary powers as well...≺Prompt≻
";text;DialogTableEntry;11132
13551;index;DialogTableEntry;#VALEUR!
"Do you recall what happened in Jugner Forest?
Does the Glass of All-Seeing also hold some unknown power...?≺Prompt≻
";text;DialogTableEntry;11133
13552;index;DialogTableEntry;#VALEUR!
"Do you remember what happened in Jugner Forest?
The mirror had never before reacted in such a way...≺Prompt≻
";text;DialogTableEntry;11134
13553;index;DialogTableEntry;#VALEUR!
"I wonder if Luto gave the Mirror of Blighted Gloom to Palometa.
I'm worried about our little friend...≺Prompt≻
";text;DialogTableEntry;11135
13554;index;DialogTableEntry;#VALEUR!
"I wonder if Luto gave the Mirror of Blighted Gloom to Palometa.
I'm worried about our little friend...≺Prompt≻
";text;DialogTableEntry;11137
13555;index;DialogTableEntry;#VALEUR!
"I wonder if Luto gave the Mirror of Blighted Gloom to Palometa.
I'm worried about our little friend...≺Prompt≻
";text;DialogTableEntry;11137
13556;index;DialogTableEntry;#VALEUR!
"I wonder if Luto gave the Mirror of Blighted Gloom to Palometa.
I'm worried about our little friend...≺Prompt≻
";text;DialogTableEntry;11138
13557;index;DialogTableEntry;#VALEUR!
"I wonder if Luto gave the Mirror of Blighted Gloom to Palometa.
I'm worried about our little friend...≺Prompt≻
";text;DialogTableEntry;11139
13558;index;DialogTableEntry;#VALEUR!
"I wonder if Luto gave the Mirror of Blighted Gloom to Palometa.
I'm worried about our little friend...≺Prompt≻
";text;DialogTableEntry;11140
13559;index;DialogTableEntry;#VALEUR!
"I wonder if Luto gave the Mirror of Blighted Gloom to Palometa.
I'm worried about our little friend...≺Prompt≻
";text;DialogTableEntry;11142
13560;index;DialogTableEntry;#VALEUR!
"I wonder if Luto gave the Mirror of Blighted Gloom to Palometa.
I'm worried about our little friend...≺Prompt≻
";text;DialogTableEntry;11142
13561;index;DialogTableEntry;#VALEUR!
"I wonder if Luto gave the Mirror of Blighted Gloom to Palometa.
I'm worried about our little friend...≺Prompt≻
";text;DialogTableEntry;11143
13562;index;DialogTableEntry;#VALEUR!
"I wonder if Luto gave the Mirror of Blighted Gloom to Palometa.
I'm worried about our little friend...≺Prompt≻
";text;DialogTableEntry;11144
13563;index;DialogTableEntry;#VALEUR!
"I wonder if Luto gave the Mirror of Blighted Gloom to Palometa.
I'm worried about our little friend...≺Prompt≻
";text;DialogTableEntry;11145
13564;index;DialogTableEntry;#VALEUR!
"I wonder if Luto gave the Mirror of Blighted Gloom to Palometa.
I cannot help but feel concerned for the young girl.≺Prompt≻
";text;DialogTableEntry;11147
13565;index;DialogTableEntry;#VALEUR!
"While we stand here talking, who knows what poor Palometa must be going through...≺Prompt≻
";text;DialogTableEntry;11147
13566;index;DialogTableEntry;#VALEUR!
"We'll begin our search for Palometa as soon as the mirror is ready...≺Prompt≻
";text;DialogTableEntry;11148
13567;index;DialogTableEntry;#VALEUR!
"We'll start looking for Palometa as soon as the mirror is ready!≺Prompt≻
";text;DialogTableEntry;11149
13568;index;DialogTableEntry;#VALEUR!
"We'll begin our search for Palometa as soon as the mirror is ready...≺Prompt≻
";text;DialogTableEntry;11150
13569;index;DialogTableEntry;#VALEUR!
"We shall begin our search for Palometa as soon as the mirror is stable...≺Prompt≻
";text;DialogTableEntry;11152
13570;index;DialogTableEntry;#VALEUR!
"Let's begin searching for Palometa as soon as the mirror is back to normal.≺Prompt≻
";text;DialogTableEntry;11152
13571;index;DialogTableEntry;#VALEUR!
"Let's begin searching for Palometa as soon as the mirror is stable again.≺Prompt≻
";text;DialogTableEntry;11153
13572;index;DialogTableEntry;#VALEUR!
"We'll begin our search for Palometa as soon as the mirror is ready...≺Prompt≻
";text;DialogTableEntry;11154
13573;index;DialogTableEntry;#VALEUR!
"We'll start looking for Palometa as soon as the mirror is ready!≺Prompt≻
";text;DialogTableEntry;11155
13574;index;DialogTableEntry;#VALEUR!
"We'll begin our search for Palometa as soon as the mirror is ready...≺Prompt≻
";text;DialogTableEntry;11157
13575;index;DialogTableEntry;#VALEUR!
"We'll find Palometa as soon as the mirror is ready!≺Prompt≻
";text;DialogTableEntry;11157
13576;index;DialogTableEntry;#VALEUR!
"We shall begin our search for Palometa as soon as the mirror is stable...≺Prompt≻
";text;DialogTableEntry;11158
13577;index;DialogTableEntry;#VALEUR!
"Our search for Palometa commences the instant the mirror stabilizes.≺Prompt≻
";text;DialogTableEntry;11159
13578;index;DialogTableEntry;#VALEUR!
"Now we have the power of the blessed radiance to help save Palometa.
But I'm still going to need you there, ≺Player Name≻.≺Prompt≻
";text;DialogTableEntry;11160
13579;index;DialogTableEntry;#VALEUR!
"Now we have the power of the blessed radiance to help save Palometa.
But I'm still gonna need you there, ≺Player Name≻.≺Prompt≻
";text;DialogTableEntry;11162
13580;index;DialogTableEntry;#VALEUR!
"Now we have the power of the blessed radiance to help save Palometa.
But I'm still going to need you there, ≺Player Name≻.≺Prompt≻
";text;DialogTableEntry;11162
13581;index;DialogTableEntry;#VALEUR!
"Now we have the power of the blessed radiance to help rescue Palometa.
But I will still require your aid, ≺Player Name≻.≺Prompt≻
";text;DialogTableEntry;11163
13582;index;DialogTableEntry;#VALEUR!
"Now that we have the power of the blessed radiance back, we can go rescue Palometa.
But I'll still need your help, ≺Player Name≻.≺Prompt≻
";text;DialogTableEntry;11164
13583;index;DialogTableEntry;#VALEUR!
"Now we have the power of the blessed radiance to help rescue Palometa.
I'll still need your help as always, ≺Player Name≻.≺Prompt≻
";text;DialogTableEntry;11165
13584;index;DialogTableEntry;#VALEUR!
"Now we have the power of the blessed radiance to help save Palometa.
But I'm still going to need you there, ≺Player Name≻.≺Prompt≻
";text;DialogTableEntry;11167
13585;index;DialogTableEntry;#VALEUR!
"Now we have the power of the blessed radiance to help save Palometa.
But I'm still gonna need you there, ≺Player Name≻.≺Prompt≻
";text;DialogTableEntry;11167
13586;index;DialogTableEntry;#VALEUR!
"Now we have the power of the blessed radiance to help save Palometa.
But I'm still going to need you there, ≺Player Name≻.≺Prompt≻
";text;DialogTableEntry;11168
13587;index;DialogTableEntry;#VALEUR!
"Now we have the power of the blessed radiance to help save Palometa.
But I'm still gonna need you there, ≺Player Name≻.≺Prompt≻
";text;DialogTableEntry;11169
13588;index;DialogTableEntry;#VALEUR!
"Now we have the power of the blessed radiance to help rescue Palometa.
But I will still require your aid, ≺Player Name≻.≺Prompt≻
";text;DialogTableEntry;11170
13589;index;DialogTableEntry;#VALEUR!
"We can now rescue Palometa with the power of the blessed radiance to assist.
Needless to say, you will help too, ≺Player Name≻.≺Prompt≻
";text;DialogTableEntry;11172
13590;index;DialogTableEntry;#VALEUR!
"We should let Luto know that Palometa is okay.≺Prompt≻
";text;DialogTableEntry;11172
13591;index;DialogTableEntry;#VALEUR!
"We should go let Luto know that Palometa is okay!≺Prompt≻
";text;DialogTableEntry;11173
13592;index;DialogTableEntry;#VALEUR!
"We should let Luto know that Palometa is okay.≺Prompt≻
";text;DialogTableEntry;11174
13593;index;DialogTableEntry;#VALEUR!
"We should inform Luto that Palometa is safe.≺Prompt≻
";text;DialogTableEntry;11175
13594;index;DialogTableEntry;#VALEUR!
"We should tell Luto that Palometa is safe.≺Prompt≻
";text;DialogTableEntry;11177
13595;index;DialogTableEntry;#VALEUR!
"Let's go tell Luto that Palometa is back in safe hands.≺Prompt≻
";text;DialogTableEntry;11177
13596;index;DialogTableEntry;#VALEUR!
"We should let Luto know that Palometa is okay.≺Prompt≻
";text;DialogTableEntry;11178
13597;index;DialogTableEntry;#VALEUR!
"We should go let Luto know that Palometa is okay!≺Prompt≻
";text;DialogTableEntry;11179
13598;index;DialogTableEntry;#VALEUR!
"We should let Luto know that Palometa is okay.≺Prompt≻
";text;DialogTableEntry;11180
13599;index;DialogTableEntry;#VALEUR!
"We should go let Luto know that Palometa is okay!≺Prompt≻
";text;DialogTableEntry;11182
13600;index;DialogTableEntry;#VALEUR!
"We should inform Luto that Palometa is safe.≺Prompt≻
";text;DialogTableEntry;11182
13601;index;DialogTableEntry;#VALEUR!
"We should inform Luto that Palometa is safe.≺Prompt≻
";text;DialogTableEntry;11183
13602;index;DialogTableEntry;#VALEUR!
"There's something I need to talk to you about.
Can you meet me at the Neptune's Spire?≺Prompt≻
";text;DialogTableEntry;11184
13603;index;DialogTableEntry;#VALEUR!
"There's something I need to talk to you about.
Can you meet me at the Neptune's Spire?≺Prompt≻
";text;DialogTableEntry;11185
13604;index;DialogTableEntry;#VALEUR!
"There's something I need to talk to you about.
Can you meet me at the Neptune's Spire?≺Prompt≻
";text;DialogTableEntry;11187
13605;index;DialogTableEntry;#VALEUR!
"There's something I wish to speak to you about.
Would you mind meeting me at the Neptune's Spire?≺Prompt≻
";text;DialogTableEntry;11187
13606;index;DialogTableEntry;#VALEUR!
"There's something I need to talk to you about.
Can you meet me at the Neptune's Spire?≺Prompt≻
";text;DialogTableEntry;11188
13607;index;DialogTableEntry;#VALEUR!
"There's something I need to talk to you about.
Can you meet me at the Neptune's Spire?≺Prompt≻
";text;DialogTableEntry;11189
13608;index;DialogTableEntry;#VALEUR!
"There's something I need to talk to you about.
Can you meet me at the Neptune's Spire?≺Prompt≻
";text;DialogTableEntry;11190
13609;index;DialogTableEntry;#VALEUR!
"There's something I need to talk to you about.
Can you meet me at the Neptune's Spire?≺Prompt≻
";text;DialogTableEntry;11192
13610;index;DialogTableEntry;#VALEUR!
"There's something I need to talk to you about.
Can you meet me at the Neptune's Spire?≺Prompt≻
";text;DialogTableEntry;11192
13611;index;DialogTableEntry;#VALEUR!
"There's something I need to talk to you about.
Can you meet me at the Neptune's Spire?≺Prompt≻
";text;DialogTableEntry;11193
13612;index;DialogTableEntry;#VALEUR!
"There's something I wish to speak to you about.
Would you mind meeting me at the Neptune's Spire?≺Prompt≻
";text;DialogTableEntry;11194
13613;index;DialogTableEntry;#VALEUR!
"There's something I wish to speak to you about.
Come to the Neptune's Spire.≺Prompt≻
";text;DialogTableEntry;11195
13614;index;DialogTableEntry;#VALEUR!
"I doubt the Glass of All-Seeing will show anything more...
It's kind of sad.≺Prompt≻
";text;DialogTableEntry;11197
13615;index;DialogTableEntry;#VALEUR!
"I doubt the Glass of All-Seeing will show anything more...
It's kind of sad.≺Prompt≻
";text;DialogTableEntry;11197
13616;index;DialogTableEntry;#VALEUR!
"I doubt the Glass of All-Seeing will show anything more...
It's kind of sad.≺Prompt≻
";text;DialogTableEntry;11198
13617;index;DialogTableEntry;#VALEUR!
"I very much doubt the Glass of All-Seeing will show anything more...
A sad thought.≺Prompt≻
";text;DialogTableEntry;11199
13618;index;DialogTableEntry;#VALEUR!
"I doubt the Glass of All-Seeing will show anything more...
It's kind of sad.≺Prompt≻
";text;DialogTableEntry;11200
13619;index;DialogTableEntry;#VALEUR!
"I doubt the Glass of All-Seeing will show anything more...
It's kind of sad.≺Prompt≻
";text;DialogTableEntry;11202
13620;index;DialogTableEntry;#VALEUR!
"I doubt the Glass of All-Seeing will show anything more...
It's kind of sad.≺Prompt≻
";text;DialogTableEntry;11202
13621;index;DialogTableEntry;#VALEUR!
"I doubt the Glass of All-Seeing will show anything more...
It's kind of sad.≺Prompt≻
";text;DialogTableEntry;11203
13622;index;DialogTableEntry;#VALEUR!
"I doubt the Glass of All-Seeing will show anything more...
It's kind of sad.≺Prompt≻
";text;DialogTableEntry;11204
13623;index;DialogTableEntry;#VALEUR!
"I don't think the Glass of All-Seeing will show me anything again...
It's kind of sad.≺Prompt≻
";text;DialogTableEntry;11205
13624;index;DialogTableEntry;#VALEUR!
"I very much doubt the Glass of All-Seeing will show anything more...
A sad thought.≺Prompt≻
";text;DialogTableEntry;11207
13625;index;DialogTableEntry;#VALEUR!
"So the Glass of All-Seeing will show nothing more...
A sad thought.≺Prompt≻
";text;DialogTableEntry;11207
13626;index;DialogTableEntry;#VALEUR!
"You don't mind me using weapon skills with area effect, right?≺Prompt≻
";text;DialogTableEntry;11208
13627;index;DialogTableEntry;#VALEUR!
"What do you think about me using weapon skills with area effect?≺Prompt≻
";text;DialogTableEntry;11209
13628;index;DialogTableEntry;#VALEUR!
"Are you cool with me using weapon skills with area effect?≺Prompt≻
";text;DialogTableEntry;11210
13629;index;DialogTableEntry;#VALEUR!
"Do you have any objections to my usage of weapon skills with area effect?≺Prompt≻
";text;DialogTableEntry;11212
13630;index;DialogTableEntry;#VALEUR!
"Can I use weapon skills with area effect?≺Prompt≻
";text;DialogTableEntry;11212
13631;index;DialogTableEntry;#VALEUR!
"You don't mind me using weapon skills with area effect, right?≺Prompt≻
";text;DialogTableEntry;11213
13632;index;DialogTableEntry;#VALEUR!
"What do you think about me using weapon skills with area effect?≺Prompt≻
";text;DialogTableEntry;11214
13633;index;DialogTableEntry;#VALEUR!
"Is it cool for me to use weapon skills with area effect?≺Prompt≻
";text;DialogTableEntry;11215
13634;index;DialogTableEntry;#VALEUR!
"I can use weapon skills with area effect...unless you don't want me to?≺Prompt≻
";text;DialogTableEntry;11217
13635;index;DialogTableEntry;#VALEUR!
"Is it okay if I use weapon skills with area effect?≺Prompt≻
";text;DialogTableEntry;11217
13636;index;DialogTableEntry;#VALEUR!
"Do you have any objections to my usage of weapon skills with area effect?≺Prompt≻
";text;DialogTableEntry;11218
13637;index;DialogTableEntry;#VALEUR!
"I can apply weapon skills with area effect to our battle strategy...unless you'd prefer otherwise?≺Prompt≻
";text;DialogTableEntry;11219
13638;index;DialogTableEntry;#VALEUR!
"Okay to use weapon skills with area effect?
≺Selection Dialog≻No, don't use them.
Sure, go ahead.≺Prompt≻
";text;DialogTableEntry;11220
13639;index;DialogTableEntry;#VALEUR!
"A Mithran lady? I'm sorry, but I haven't seen the person you describe.
It's almostaru time for my patrol, though--I'll let you know if I see her.≺Prompt≻
";text;DialogTableEntry;11222
13640;index;DialogTableEntry;#VALEUR!
"Speaking of Mithra, that reminds me of the time one of those wily-smiley felines snuck into the guard post.≺Prompt≻
";text;DialogTableEntry;11222
13641;index;DialogTableEntry;#VALEUR!
"I immediately gave chase, but lost track of the intruder.
Even though no real harm was done, it still irky-wirks me to be given the slip like that...≺Prompt≻
";text;DialogTableEntry;11223
13642;index;DialogTableEntry;#VALEUR!
"You must excuse me.
Duty calls.≺Prompt≻
";text;DialogTableEntry;11224
13643;index;DialogTableEntry;#VALEUR!
"Oh yeah, now I remember.
I used the knitted cap when...≺Prompt≻
";text;DialogTableEntry;11225
13644;index;DialogTableEntry;#VALEUR!
"Intruders!
Halt!≺Prompt≻
";text;DialogTableEntry;11227
13645;index;DialogTableEntry;#VALEUR!
"Haltaru, I say!≺Prompt≻
";text;DialogTableEntry;11227
13646;index;DialogTableEntry;#VALEUR!
"I have you now...≺Prompt≻
";text;DialogTableEntry;11228
13647;index;DialogTableEntry;#VALEUR!
"Nowhere left to run!≺Prompt≻
";text;DialogTableEntry;11229
13648;index;DialogTableEntry;#VALEUR!
"Waaah!
Lemme go! I ain't done nothin'!≺Prompt≻
";text;DialogTableEntry;11230
13649;index;DialogTableEntry;#VALEUR!
"You...you're just a kiddy-wink!?≺Prompt≻
";text;DialogTableEntry;11232
